ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
7943,64,20277.289233813197,0.024850375294198934,1,182,70566,1414,71798
7944,68,41368.45008599236,0.038279473823539835,0,16,0,0,-16
7945,18,49094.87572478334,0.09924468289424988,1,226,6290,1465,7529
7946,71,22866.150942300414,0.08388567914433004,1,1113,8468,2016,9371
7947,62,33496.09695860108,0.046621205476875024,1,473,14699,1751,15977
7948,26,27268.6863755646,0.17301414647324326,0,116,0,0,-116
7949,36,35977.710123788995,0.36530748713227845,1,171,5581,1677,7087
7950,24,52802.00868944374,0.08061116181060839,1,32,11629,1692,13289
7951,64,26643.841928241563,0.1028551253069989,1,604,5955,1564,6915
7952,53,57749.9724464177,0.15423541790453432,1,632,6203,1834,7405
7953,37,23004.958598502435,0.18167995416290797,1,465,7737,1578,8850
7954,67,22572.24906077907,0.009722159656819489,0,26,0,0,-26
7955,19,24828.498306185196,0.44971414770077844,0,128,0,0,-128
7956,53,37755.65807821047,0.09348349829384128,0,53,0,0,-53
7957,46,91697.74423625234,0.04261552127597624,1,1123,10484,1509,10870
7958,47,24112.892618495483,0.20434925895241327,1,65,6126,1462,7523
7959,60,95449.55663508222,0.12980999089349135,1,97,14066,2283,16252
7960,19,22106.43093382339,0.28641194873776793,0,24,0,0,-24
7961,70,64794.46871565841,0.19284640975354048,1,990,14186,1405,14601
7962,55,21682.53593358094,0.10167907426452466,1,478,5365,1426,6313
7963,23,20826.904943107726,0.06687623475246876,1,477,6528,1607,7658
7964,66,80514.33852830667,0.22707588711459642,1,810,6263,1350,6803
7965,37,34486.58143632188,0.015135851252076393,1,941,6941,5495,11495
7966,60,30177.032416773738,0.013985984305592327,0,81,0,0,-81
7967,29,20486.59309375854,0.03755418765521375,1,1149,7291,1347,7489
7968,66,20133.809796884227,0.13292809267011552,0,52,0,0,-52
7969,22,20546.646918150083,0.04749249078529908,1,427,21917,1334,22824
7970,74,22966.76806039297,0.16317390199647896,1,231,14540,6489,20798
7971,44,68190.40621304621,0.06192990488344741,1,1240,6094,2231,7085
7972,60,23587.202345699687,0.017942212532139505,1,48,6817,1630,8399
7973,19,30258.278791607936,0.026362564004825815,0,89,0,0,-89
7974,48,25516.026423368043,0.008891885511732296,1,215,5911,1598,7294
7975,28,26318.63229145352,0.3088849597839597,0,18,0,0,-18
7976,34,22786.1962111295,0.13107967175717034,1,583,5657,1402,6476
7977,27,20062.111083036496,0.08715053092872191,1,364,8836,1490,9962
7978,28,21976.086302607146,0.22584360397360376,1,1167,13603,2090,14526
7979,73,26014.089773973785,0.06614552850159605,1,372,7432,1443,8503
7980,29,23704.599337569198,0.06470519806360207,1,269,9900,1397,11028
7981,26,24115.059883056674,0.13889632159358564,1,850,11603,2608,13361
7982,70,21503.220379948372,0.17643787087362384,1,788,16763,2850,18825
7983,21,39906.88809146578,0.04606681557429548,1,936,6122,1484,6670
7984,22,21762.778237208786,0.01812806887586751,1,112,5513,1371,6772
7985,40,23679.408692532365,0.312152109457647,1,571,15232,2622,17283
7986,58,45566.8945930279,0.16434366762204322,1,1080,6132,1364,6416
7987,54,66896.42043801831,0.06491996019719946,1,715,7119,1605,8009
7988,68,22551.478550212632,0.13936672335146547,1,380,6312,3277,9209
7989,24,30589.573314742836,0.07489208809732459,1,224,7079,6975,13830
7990,35,22480.176041419567,0.1238066308071473,0,28,0,0,-28
7991,71,20590.228662280806,0.11529977598326363,1,532,8706,1638,9812
7992,25,20915.438180067013,0.3126785861486811,1,60,5275,1735,6950
7993,23,20742.53575750461,0.2801072153115043,0,14,0,0,-14
7994,21,22537.063351462577,0.10704471932198,1,958,6575,1461,7078
7995,27,46433.29479196761,0.14496106500273295,1,305,6419,11471,17585
7996,23,34883.49945879431,0.06085088005918049,0,53,0,0,-53
7997,18,21866.97945384533,0.4257047919864963,0,6,0,0,-6
7998,28,48765.85737678537,0.28238115610659026,0,25,0,0,-25
7999,48,26619.74461646001,0.12951754299630974,1,1398,5829,1473,5904
8000,74,78386.71155035058,0.08928604144286655,0,8,0,0,-8
8001,67,22926.421814987447,0.10616180459825211,0,195,0,0,-195
8002,74,27349.692966201088,0.04408615056409605,0,49,0,0,-49
8003,36,22576.857307493225,0.10613725020448576,1,256,5758,1378,6880
8004,31,33745.36287661028,0.004324225023002608,1,737,9782,3616,12661
8005,19,66447.54974299154,0.1930044935628298,1,311,6859,8921,15469
8006,26,21127.092992328657,0.21731871034427686,1,507,6276,1339,7108
8007,26,30911.52135333687,0.013838431263699455,0,19,0,0,-19
8008,23,26852.812027940257,0.02032033429218968,1,57,8966,1339,10248
8009,55,20381.114974748474,0.02916010912380725,1,586,14417,1333,15164
8010,46,35518.29907691766,0.1823411818141869,1,474,13659,15551,28736
8011,32,25895.810570080608,0.30821478657793927,0,113,0,0,-113
8012,27,20175.774783648496,0.01576378114350801,1,35,11235,2222,13422
8013,34,20074.47969387897,0.11958368195958283,0,4,0,0,-4
8014,51,22359.78908581513,0.053112530692890486,1,509,6578,1343,7412
8015,18,25929.90838431385,0.03141238433991409,1,652,7141,2274,8763
8016,29,20954.690358012074,0.02522002344837152,1,1752,7298,2209,7755
8017,26,32061.215268311043,0.07093938337691288,0,49,0,0,-49
8018,34,22533.16972568973,0.15062313752927017,1,703,8722,6845,14864
8019,18,23668.60950516161,0.05172444471726003,1,192,6997,2114,8919
8020,18,21297.828382911615,0.031027124219813157,1,212,30734,1403,31925
8021,19,45110.012388347204,0.18709811420892758,1,1765,6622,2000,6857
8022,34,90336.34118109221,0.10899328782674843,1,114,5767,2248,7901
8023,71,37099.03769973189,0.12857132659648904,1,917,5503,1507,6093
8024,20,24632.213705391576,0.010773841233522125,1,415,11346,1413,12344
8025,19,37025.27919784334,0.007601721829173037,1,263,20568,1378,21683
8026,28,27245.165143006572,0.05619407937746964,1,55,17596,1382,18923
8027,42,25788.129629644154,0.14315188376014848,1,1109,9154,1542,9587
8028,53,21906.823947416746,0.019043156400906053,1,293,7723,2480,9910
8029,20,30408.575664436652,0.03669458454940694,1,542,5450,2949,7857
8030,32,28582.504612202603,0.060444717468106174,0,13,0,0,-13
8031,24,20497.819570689175,0.019008107033944094,0,96,0,0,-96
8032,33,20754.941815587492,0.038369674690112494,0,15,0,0,-15
8033,38,32585.044106061167,0.21659542575819457,1,1219,6856,2454,8091
8034,43,29367.70020093801,0.12084471590149504,0,1,0,0,-1
8035,22,27161.38902108026,0.06213435843195121,1,516,5682,1873,7039
8036,34,21115.91743403551,0.3616890869438244,0,84,0,0,-84
8037,61,21371.78287398989,0.06846210101687655,0,94,0,0,-94
8038,29,24644.89492149155,0.08990354374049549,0,39,0,0,-39
8039,56,25310.260919679713,0.19264967875361624,0,20,0,0,-20
8040,57,20466.44926723533,0.19376997383948394,1,419,8398,1937,9916
8041,68,21048.900197265062,0.02746480934797516,1,226,8806,1474,10054
8042,37,20915.485056207093,0.05649803350481958,1,330,6219,1790,7679
8043,22,42932.14912631762,0.07464524296595537,1,343,8659,1682,9998
8044,63,25889.773585756593,0.12510447597642677,1,1490,8363,1785,8658
8045,28,21774.91311704997,0.0010371599790145855,1,465,6956,1448,7939
8046,22,26579.15173677843,0.05324202209401986,1,722,5463,1387,6128
8047,22,31137.327586947955,0.12141491011642774,1,188,5588,1935,7335
8048,39,40002.60701341196,0.017367949778329016,1,586,6030,2119,7563
8049,21,33269.35215563432,0.24843778362947538,1,732,39994,1385,40647
8050,28,24093.256209295698,0.1407495844912093,1,958,5436,3698,8176
8051,44,37265.79410968327,0.06202620755317825,1,595,8232,1368,9005
8052,63,33552.854852973345,0.0033150769654177875,1,205,7211,2629,9635
8053,57,24057.181450105327,0.04412363460530292,1,423,6291,1597,7465
8054,32,23786.460608353747,0.19466366552575928,1,406,5255,1436,6285
8055,19,20382.647944302982,0.15513483893716623,1,1986,7504,1411,6929
8056,26,23071.920352961824,0.11722609307633516,1,569,16021,2852,18304
8057,37,21682.366940311604,0.10725637155628631,0,76,0,0,-76
8058,20,78487.1286913772,0.21107765852840887,1,851,6163,2104,7416
8059,65,23836.464911353716,0.00391809760372335,1,16,18254,1788,20026
8060,37,27445.33756058713,0.07256800085738709,1,292,8106,1428,9242
8061,23,20309.500879015042,0.0343305651302596,0,3,0,0,-3
8062,65,21240.605906032964,0.09487617142389747,1,246,5416,4671,9841
8063,60,29761.201438165503,0.02574592382869255,1,412,9167,1516,10271
8064,33,22968.491707677076,0.07875460398101099,1,407,7749,1895,9237
8065,28,21283.746359331315,0.08871155695445483,0,14,0,0,-14
8066,38,22703.90321498453,0.29595166708691073,0,16,0,0,-16
8067,62,38269.10748470008,0.07987883336037932,1,80,8208,1712,9840
8068,46,28765.09036960007,0.021729052035795733,1,726,93794,1445,94513
8069,19,55456.28760366699,0.010552549378166201,1,3,5879,1927,7803
8070,25,22116.606986522558,0.0013819127825738051,1,408,8135,1639,9366
8071,50,21318.437208088384,0.010737172887286662,1,310,8163,1400,9253
8072,35,22144.403693675184,0.28572749614744697,1,347,8714,1779,10146
8073,27,21417.330593347153,0.005906105634735833,1,108,5328,1736,6956
8074,36,20910.555592999623,0.11106872502123445,1,95,7751,1683,9339
8075,37,22727.287564490165,0.04473485501065457,0,44,0,0,-44
8076,34,41722.11813865782,0.06469784407381655,1,454,6813,1353,7712
8077,35,45236.78127169153,0.12721724152590425,1,591,8479,1574,9462
8078,57,27376.488041405526,0.18875445526537096,1,441,6421,1596,7576
8079,25,28752.811107234404,0.363054716955649,1,941,18023,3368,20450
8080,50,22350.013851906075,0.12217156656420933,1,321,9968,1528,11175
8081,22,21373.81488096228,0.20776150668129192,1,355,6331,1890,7866
8082,22,22350.14034019289,0.01872034918275609,0,7,0,0,-7
8083,54,25426.539749257834,0.08042442818988646,0,36,0,0,-36
8084,28,34014.09600870523,0.07531002839775,0,1,0,0,-1
8085,65,26012.54353575477,0.002969845241426515,1,300,5756,1611,7067
8086,20,26288.639354721872,0.09490635420987842,1,733,5959,1461,6687
8087,52,22874.4121862824,0.3498643344638038,0,76,0,0,-76
8088,55,20496.06695722131,0.12907653180397974,0,84,0,0,-84
8089,43,23806.819800208898,0.0891085073287564,1,167,5951,3570,9354
8090,73,35125.12634179181,0.1856294060640311,1,1067,5737,4846,9516
8091,37,24229.202262358034,0.04694261453033025,1,207,5462,2883,8138
8092,39,29139.51244305555,0.0949813393779765,1,213,8205,2507,10499
8093,24,37569.41160803772,0.01823431758647453,1,483,6992,1368,7877
8094,25,22483.683262629067,0.2035012360872105,0,41,0,0,-41
8095,61,24596.23058035301,0.14526456928347323,0,55,0,0,-55
8096,75,20694.00132389213,0.057114092361857,1,1006,9539,2718,11251
8097,46,22398.55577758887,0.032152527189767535,1,63,9636,1355,10928
8098,37,22194.52696076987,0.03942844051192731,1,1362,6740,1692,7070
8099,57,20582.824704444818,0.020838319169497563,1,403,8280,1619,9496
8100,18,23002.722787675226,0.010147032847981338,1,259,6356,2320,8417
8101,21,20031.00384670754,0.051282446243857305,1,198,5385,1499,6686
8102,31,22834.04133675181,0.032356603384892976,0,6,0,0,-6
8103,53,22774.351221856316,0.11168925491304996,1,85,6461,1602,7978
8104,55,22578.47420955775,0.030981673465367437,0,40,0,0,-40
8105,48,42401.99422547165,0.18443996366807547,0,59,0,0,-59
8106,34,30897.874088774563,0.3943372126756096,1,150,8302,1374,9526
8107,20,22032.816850628038,0.10687347782246384,1,65,8496,1364,9795
8108,25,25928.573782250718,0.03957552777773684,1,675,13558,1462,14345
8109,45,20715.74856705423,0.3966280610554356,1,152,6095,1427,7370
8110,52,25528.13173419441,0.14056501482645148,1,1892,6323,1738,6169
8111,53,33394.180272677244,0.0987726386587219,0,59,0,0,-59
8112,37,59769.99389178832,0.011599253124201767,0,6,0,0,-6
8113,22,22132.025608582935,0.2208208533127069,1,514,5406,1852,6744
8114,22,20218.881303858467,0.1329693981399665,1,177,15156,1778,16757
8115,58,23312.078119786733,0.1402310127870869,1,307,5886,3485,9064
8116,18,23278.762341319365,0.20591572862084276,1,417,9609,4668,13860
8117,23,26128.041240993793,0.2778649241347032,1,268,12290,4622,16644
8118,21,26825.343089804755,0.1099112119702577,0,110,0,0,-110
8119,51,28225.01600359836,0.18691719655904135,1,396,7594,1417,8615
8120,46,20127.69007023214,0.03292981221421011,1,686,7717,2900,9931
8121,57,20063.30338807191,0.09765063122791887,1,108,6904,2294,9090
8122,19,24402.000643404335,0.09617745494242759,1,435,8054,1633,9252
8123,42,29027.48295386103,0.24940649208123744,1,328,14600,1484,15756
8124,32,20376.87637317395,0.07468664976134295,1,924,6422,1828,7326
8125,18,20194.63367868309,0.17354778752625186,1,1074,5470,1429,5825
8126,45,23591.94192932,0.14983620518415217,1,430,9323,2535,11428
8127,26,22294.435307282358,0.16023199479281283,0,45,0,0,-45
8128,49,20280.766334247724,0.14187606971969505,1,311,5805,1470,6964
8129,25,22983.78170427563,0.05780392622119788,1,54,6432,1457,7835
8130,19,23967.797884100062,0.00771401566029923,1,2211,5874,1928,5591
8131,60,20637.250210948223,0.052504436459461346,1,252,8651,1480,9879
8132,28,20890.191990627263,0.29571150516452793,1,513,8941,2704,11132
8133,34,26252.585931384616,0.014548891172934463,1,1039,5481,1334,5776
8134,22,25468.67713444928,0.10084357016990324,1,404,8615,1544,9755
8135,40,21134.018126461837,0.0009208832589534799,1,1402,5311,1644,5553
8136,19,20464.509120821105,0.1586246561759205,1,386,25349,2502,27465
8137,52,81055.29896727721,0.17208473821561485,0,102,0,0,-102
8138,29,25109.827071198255,0.08722502449055572,1,925,8918,1592,9585
8139,22,40178.57038209134,0.5408014815109247,0,0,0,0,0
8140,23,25910.746209272686,0.1341593698103657,1,537,5762,1467,6692
8141,27,30608.793560522707,0.2579840639521674,1,81,8996,1453,10368
8142,60,23829.987040253844,0.06976965963433956,1,69,7602,1728,9261
8143,23,27278.018270495682,0.050368837871633806,0,33,0,0,-33
8144,26,31861.693782448154,0.13738703716985498,0,6,0,0,-6
8145,24,57486.47092371271,0.20954737581019547,1,263,9787,2046,11570
8146,34,22699.02119365573,0.07163138889343394,1,1095,16577,1537,17019
8147,34,25195.811252861808,0.0659153746209519,1,1114,8298,1353,8537
8148,28,25558.182652628566,0.4482087276451377,0,150,0,0,-150
8149,39,22333.86066114676,0.13017718541040021,0,10,0,0,-10
8150,19,41855.506630303265,0.1599013155985803,1,555,7515,2085,9045
8151,23,27308.103357463497,0.030396072236933427,1,52,13013,1794,14755
8152,41,33808.147377584726,0.148309705525985,1,59,14307,3515,17763
8153,49,24770.258815972462,0.11526158417539174,1,764,8136,1632,9004
8154,57,26245.88021609383,0.0891104308224106,1,618,13129,2635,15146
8155,32,27328.499650766757,0.057121195343560485,1,688,8344,1643,9299
8156,46,27121.549132736916,0.033365530193852695,1,100,8584,12275,20759
8157,41,27323.00095022709,0.12416099600585286,1,210,5549,1888,7227
8158,25,21519.283216388038,0.1890147312562101,1,290,19327,2416,21453
8159,39,24640.79847041221,0.10535302488100312,1,58,16250,1429,17621
8160,27,22280.994319138525,0.053214852415267556,1,483,6532,2019,8068
8161,68,20820.191142728487,0.05031071806242772,1,780,7830,3934,10984
8162,68,30706.342956624194,0.1534982650844779,1,59,8854,1760,10555
8163,33,23487.945043082487,0.03882029366235544,0,12,0,0,-12
8164,30,81513.97375068768,0.00427695308077554,1,567,6065,1582,7080
8165,60,24708.118375656457,0.1947934069143671,1,1581,5895,1513,5827
8166,37,20017.44988724405,0.027532229812384394,1,432,5859,1370,6797
8167,45,21950.984423185477,0.1744242530250722,0,22,0,0,-22
8168,51,20872.4163729913,0.007701564045141802,1,454,22702,2087,24335
8169,30,20908.05772768459,0.19158051514371324,1,533,5454,1792,6713
8170,49,23566.450147637144,0.03223132330942608,1,454,9545,1667,10758
8171,69,22099.483927004363,0.12038664770567793,1,437,11683,2475,13721
8172,54,23541.464494649772,0.014850227926102038,0,59,0,0,-59
8173,28,75079.14702610599,0.04131384505988819,1,981,7210,1590,7819
8174,56,22499.210227919004,0.07985815097185502,1,298,13485,1661,14848
8175,21,32173.2281194328,0.15210792826256833,0,26,0,0,-26
8176,28,27283.262923913037,0.07773426346524115,0,33,0,0,-33
8177,56,25594.882840538874,0.07811190260796987,1,1529,10467,3583,12521
8178,65,39195.75725563935,0.09332119815120646,1,71,8093,1955,9977
8179,50,25850.09193650573,0.16416857605332807,1,140,6731,1450,8041
8180,28,29918.02011464186,0.2414150890721439,1,135,5687,1371,6923
8181,51,32965.17815470303,0.11594509609121242,1,1111,5310,17131,21330
8182,32,24876.54972743949,0.001058366094843493,1,1036,5546,2024,6534
8183,33,34128.74157505988,0.024423486587380517,0,35,0,0,-35
8184,23,22538.40879929347,0.5084564902622176,1,382,16548,2257,18423
8185,68,85062.02820123197,0.05350517669232363,1,192,7829,1959,9596
8186,24,27511.2150148468,0.1028377041722255,0,15,0,0,-15
8187,47,20870.438193412472,0.3040435330023328,1,396,5515,2576,7695
8188,57,51977.751759567196,0.07093965336550397,1,2027,15888,1537,15398
8189,57,46452.43097278283,0.035811963528417104,1,290,6763,2927,9400
8190,27,22462.39102373463,0.23738270240596926,1,317,8579,1363,9625
8191,40,21073.3461941748,0.060743594631335704,1,357,10359,1554,11556
8192,32,24810.49346212652,0.05021761309327462,0,39,0,0,-39
8193,37,23568.96993437819,0.34450261316162606,1,165,22442,1570,23847
8194,46,21289.12852265988,0.07972001575235806,1,1004,6814,1805,7615
8195,75,32625.894446656646,0.3514071685236329,0,59,0,0,-59
8196,68,25998.576764692185,0.02209054887298713,0,80,0,0,-80
8197,67,22675.380996406,0.2008377539802551,1,691,6145,1450,6904
8198,18,25241.30279034353,0.16478470044267615,1,113,6478,1641,8006
8199,55,45159.741174964496,0.03473347029920545,1,187,5517,1432,6762
8200,31,22179.950448610205,0.1474949962288988,1,663,5672,1464,6473
8201,20,22004.378954260268,0.009566745766935024,1,1921,7339,1549,6967
8202,49,24043.14455835209,0.31122400690742164,1,539,5327,1341,6129
8203,23,22695.342096317836,0.27415058200145337,0,6,0,0,-6
8204,55,22035.35129152965,0.07257812117183168,1,143,8822,1965,10644
8205,56,33072.3055295412,0.024717135735676365,1,323,6295,2086,8058
8206,32,31377.299531142704,0.22142432206049967,0,18,0,0,-18
8207,27,21017.80141168528,0.08243023774147494,1,616,6235,2325,7944
8208,23,20833.192124111458,0.38789864510403516,0,6,0,0,-6
8209,56,20917.402635050883,0.13817196054901137,1,710,9821,1657,10768
8210,49,22156.186814989986,0.42740116518847693,0,16,0,0,-16
8211,34,28003.191721961717,0.13085748593269372,1,507,5610,1669,6772
8212,59,21002.626305084847,0.22125744420135002,1,159,6138,1850,7829
8213,24,87160.05631384092,0.08987169220186562,1,488,8183,1425,9120
8214,43,21109.223533582037,0.06186366296632508,1,212,5450,1337,6575
8215,65,20424.575501696203,0.11677982474773338,1,619,5480,1510,6371
8216,61,24120.722476254767,0.11451173463826778,1,137,13744,1593,15200
8217,32,27687.739239632752,0.06291687811009578,0,14,0,0,-14
8218,75,31524.84891267324,0.10164967325888696,1,74,6589,3083,9598
8219,27,22568.23389012509,0.13062288692561003,0,65,0,0,-65
8220,33,27800.68644549288,0.060655806185705534,1,119,6606,1443,7930
8221,40,21496.165707586675,0.05907077422745837,1,1115,5979,1644,6508
8222,59,22997.67083294207,0.1808404505785094,1,36,21118,1925,23007
8223,24,21495.585031866605,0.12925929796068508,0,5,0,0,-5
8224,71,41460.44274046578,0.2969878570455147,1,258,6077,2663,8482
8225,19,23206.345604054964,0.033323817345824236,1,181,6168,1738,7725
8226,75,25281.893115373343,0.3129878794463086,1,11,6469,1721,8179
8227,21,52441.58858641955,0.03405514561213341,1,1355,11159,1920,11724
8228,44,26078.350916642776,0.10162457878998454,1,174,6326,1729,7881
8229,35,30878.046932711288,0.1978008125025166,1,1367,5731,1654,6018
8230,65,36394.94083430769,0.04929489128422986,1,53,6467,1474,7888
8231,44,26432.82172867274,0.17893392673887895,0,84,0,0,-84
8232,18,23253.23530312104,0.045582266608111786,1,426,6744,3310,9628
8233,54,31844.067185643573,0.030695493548864538,1,428,6656,3437,9665
8234,23,20366.633597074047,0.3340266399044658,1,273,5375,1502,6604
8235,27,24762.782283193115,0.09513362663734236,0,74,0,0,-74
8236,47,26745.035615434113,0.04357239021824195,1,245,7625,2425,9805
8237,33,20555.458784640417,0.14856953803636258,1,1020,7085,1810,7875
8238,23,74620.37029995285,0.141630324991138,1,1105,7795,1980,8670
8239,62,20326.238321401583,0.017520643668396677,0,64,0,0,-64
8240,56,24658.505286663894,0.20510593116357576,1,871,5280,1346,5755
8241,24,29250.881654306035,0.13965540113956937,1,611,7653,1457,8499
8242,64,25348.13019953764,0.0997354755518932,1,160,5646,2102,7588
8243,34,27917.091889234554,0.0738582025799317,1,871,5296,4205,8630
8244,54,25134.92761783932,0.059765942664175675,1,138,8077,2053,9992
8245,58,28577.005423872866,0.11609633190040675,1,294,6396,1351,7453
8246,72,20080.06406102734,0.026454142828779482,1,377,7932,1581,9136
8247,32,21961.73033359628,0.16695740989323304,0,32,0,0,-32
8248,43,20499.603777805478,0.046970123735757145,1,903,15671,1645,16413
8249,20,21047.335485450512,0.30685611899759974,0,9,0,0,-9
8250,19,20254.45404725457,0.007766933115987563,1,244,7593,1398,8747
8251,55,33431.01342609714,0.12558147495348618,0,186,0,0,-186
8252,19,22285.812237925053,0.04198715888548204,1,78,7096,1504,8522
8253,24,24172.70058451451,0.05256075464717882,1,193,7710,1356,8873
8254,75,20840.100895143107,0.17058395791696526,1,368,12920,1562,14114
8255,24,25353.495411432476,0.14181343590995915,1,858,21376,1616,22134
8256,18,32861.33320219609,0.045102962581325866,1,12,6141,1643,7772
8257,69,20220.37386082907,0.06897903086844483,0,73,0,0,-73
8258,25,26545.54892946402,0.03699735664988586,1,27,8344,2296,10613
8259,29,26302.197286515457,0.09270623734524804,1,887,11648,1925,12686
8260,43,20914.572230575122,0.018499904390255364,0,35,0,0,-35
8261,24,51291.48782509934,0.03171830547989331,1,169,5479,2027,7337
8262,42,44176.12397009654,0.04008140784632863,1,231,5247,1507,6523
8263,58,27038.521278157456,0.16634895105599873,1,841,5471,1365,5995
8264,18,45324.32622499313,0.05244022162873203,1,178,17680,1377,18879
8265,38,21231.912994460225,0.07083342092985655,1,226,16769,2508,19051
8266,44,25145.834146003464,0.07491035131482389,1,131,6732,1900,8501
8267,20,20918.918255740075,0.4166791523474105,0,37,0,0,-37
8268,26,31294.130784166897,0.016595742945626053,1,692,6013,2272,7593
8269,73,38271.79943566394,0.045768531454008485,1,612,7201,2707,9296
8270,70,26269.7448072276,0.05639549392133534,1,69,5820,1393,7144
8271,22,82803.9723946486,0.13124290218415574,0,44,0,0,-44
8272,19,22282.144619804738,0.009442613998546722,0,82,0,0,-82
8273,35,22972.92374677419,0.2783036247791277,1,155,8071,2023,9939
8274,25,27325.832657751078,0.11038664421711436,1,77,6903,1389,8215
8275,48,21312.924531453726,0.19024986207251696,0,98,0,0,-98
8276,30,20776.14555978553,0.16967743638976698,0,38,0,0,-38
8277,30,27127.42087647428,0.021160788050668736,0,50,0,0,-50
8278,37,21237.83087877206,0.009187535314942553,0,75,0,0,-75
8279,31,43477.78451526648,0.010124248454709208,1,86,6469,1971,8354
8280,26,26956.786749753413,0.12720623422557903,0,36,0,0,-36
8281,61,22042.593365679135,0.006062919548927063,1,1494,7398,1467,7371
8282,31,21554.631113460822,0.07529858003657547,1,268,8614,1739,10085
8283,41,28718.60399923896,0.017532924146612196,0,10,0,0,-10
8284,22,26097.095030437522,0.027201347739805114,0,31,0,0,-31
8285,35,36632.1871768195,0.051757174905557174,1,563,9450,1895,10782
8286,33,34676.35307729285,0.014061978707950047,1,280,12783,2022,14525
8287,20,23397.236671554023,0.08682869977691823,0,105,0,0,-105
8288,23,22499.035048569538,0.14937928745214596,0,129,0,0,-129
8289,24,20943.879059548126,0.05643443845602956,0,86,0,0,-86
8290,66,63885.765726462036,0.0006956749039718102,1,206,6163,3839,9796
8291,47,36103.29815260926,0.07699201956202305,0,218,0,0,-218
8292,41,23552.16914260295,0.0033723193871371382,1,467,7611,1351,8495
8293,24,33577.02770787911,0.47887738888531656,0,15,0,0,-15
8294,19,28068.70878992427,0.04962521594530149,0,53,0,0,-53
8295,57,22315.87016696348,0.14157951730571533,1,252,14941,5029,19718
8296,35,20132.690269359387,0.1444597609005149,1,1920,10925,1385,10390
8297,51,21239.00347633559,0.04492129933707186,1,526,7257,1419,8150
8298,18,33690.76241399135,0.4427939474455856,0,26,0,0,-26
8299,32,22235.8026060056,0.06702025242594738,1,1675,6392,1469,6186
8300,25,20960.13595446669,0.08650340709106824,1,593,5255,1471,6133
8301,39,36860.32120310036,0.023834283925346086,1,316,6010,1333,7027
8302,25,28311.797022452545,0.029249965181258827,1,119,5702,4518,10101
8303,19,37368.746886287256,0.09691128843077552,1,1457,5312,1640,5495
8304,27,21577.664708868364,0.07797233284199162,0,17,0,0,-17
8305,39,22306.865185176623,0.01290691745491198,1,1282,8819,3636,11173
8306,52,20568.030820930497,0.1198599279530823,0,10,0,0,-10
8307,30,27678.713011480308,0.04859458029336264,1,101,7271,1377,8547
8308,18,26699.56431119322,0.10399813376702925,0,14,0,0,-14
8309,24,26409.447215869557,0.07773098356283503,1,65,9483,4269,13687
8310,22,24499.11253836204,0.12313614322983715,1,83,5288,6868,12073
8311,19,25410.383677504833,0.07869881479899299,1,164,7792,2101,9729
8312,42,23928.003682401086,0.0008359027026334633,1,79,9901,1442,11264
8313,25,24804.430479754108,0.06497760491599375,1,24,12289,1337,13602
8314,69,29655.63138038668,0.06575984160414394,1,309,5810,1612,7113
8315,24,21303.30335628864,0.033604620697075795,1,120,7306,1424,8610
8316,24,24370.108247964883,0.08285004669764437,0,5,0,0,-5
8317,63,26663.363305365783,0.025471805427299425,1,1037,8273,2201,9437
8318,73,39511.04971486855,0.20829426903668108,1,408,12906,2464,14962
8319,52,102479.9865805655,0.11737041670478719,1,223,6015,1368,7160
8320,44,26624.768482193325,0.164949317823757,0,12,0,0,-12
8321,25,20177.48956062826,0.019902127043862402,1,784,13925,1366,14507
8322,29,26046.812480970977,0.08091268305397606,1,336,7130,2288,9082
8323,67,20182.513723705008,0.04879256347284203,1,334,8697,2570,10933
8324,61,22988.887393183744,0.04617695597897513,1,502,5662,1775,6935
8325,52,21500.191494579023,0.22882970270348307,1,1040,10325,1940,11225
8326,27,24691.64685864158,0.13853695863651333,1,2772,8925,1675,7828
8327,33,23088.434738132375,0.0012791512272757662,1,105,5390,1556,6841
8328,19,21015.018255396855,0.013504580796140248,1,2074,6206,2733,6865
8329,53,20698.797005844764,0.12407780157882897,0,28,0,0,-28
8330,22,33472.59262129581,0.046737111340281294,1,884,10478,1390,10984
8331,64,25283.322855966282,0.022553218902238385,1,237,9176,1855,10794
8332,21,20177.737806334793,0.14247330422589216,1,878,7758,1534,8414
8333,43,49311.506179141856,0.09003544655499113,1,133,11726,2413,14006
8334,53,26723.769305515667,0.16717915146363332,1,160,10413,1337,11590
8335,21,22889.526529771912,0.09452716631368853,0,12,0,0,-12
8336,28,24152.5604646174,0.17085565246274514,0,9,0,0,-9
8337,22,26887.58643777187,0.02396988130478949,1,910,5952,1756,6798
8338,20,28210.865837687576,0.01747751095925182,1,1632,7357,1755,7480
8339,53,25226.75615678281,0.15917520917677228,1,163,7163,2108,9108
8340,45,20603.403745635846,0.006719389663029934,1,1184,6241,2035,7092
8341,33,28812.05999436811,0.10558652658614134,1,213,6136,1447,7370
8342,35,20467.543142889153,0.16988135750884387,0,5,0,0,-5
8343,74,20879.588585088874,0.025656839464028833,1,119,12153,1454,13488
8344,68,21581.734098797555,0.12032454791583443,0,25,0,0,-25
8345,42,25008.330001682953,0.020565316923179786,0,173,0,0,-173
