ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
11968,1,1,240,1382,1142
11969,1,1,382,1413,1031
11970,1,1,332,1224,892
11971,0,0,0,0,0
11972,0,0,43,0,-43
11973,1,0,295,0,-295
11974,1,0,21,0,-21
11975,0,0,60,0,-60
11976,0,0,10,0,-10
11977,0,0,21,0,-21
11978,1,0,0,0,0
11979,1,0,4,0,-4
11980,0,0,0,0,0
11981,1,1,873,1494,621
11982,0,0,201,0,-201
11983,1,0,9,0,-9
11984,0,0,94,0,-94
11985,1,1,1541,1220,-321
11986,1,1,236,1397,1161
11987,1,0,17,0,-17
11988,1,0,158,0,-158
11989,1,1,195,1235,1040
11990,1,0,7,0,-7
11991,1,1,515,1331,816
11992,1,1,2068,1232,-836
11993,1,0,42,0,-42
11994,0,0,17,0,-17
11995,1,1,214,2202,1988
11996,1,0,6,0,-6
11997,1,1,457,1488,1031
11998,0,0,13,0,-13
11999,0,0,90,0,-90
12000,1,0,3,0,-3
12001,0,0,51,0,-51
12002,0,0,11,0,-11
12003,1,1,281,1328,1047
12004,0,0,52,0,-52
12005,1,1,120,1363,1243
12006,0,0,12,0,-12
12007,0,0,128,0,-128
12008,1,0,17,0,-17
12009,1,1,750,1503,753
12010,1,0,16,0,-16
12011,1,0,94,0,-94
12012,1,0,9,0,-9
12013,1,1,307,1431,1124
12014,1,1,52,2036,1984
12015,0,0,17,0,-17
12016,1,0,17,0,-17
12017,0,0,174,0,-174
12018,1,0,25,0,-25
12019,0,0,1,0,-1
12020,1,0,98,0,-98
12021,1,1,156,1447,1291
12022,0,0,5,0,-5
12023,1,1,435,1289,854
12024,0,0,41,0,-41
12025,1,0,10,0,-10
12026,1,0,83,0,-83
12027,0,0,17,0,-17
12028,1,1,317,1231,914
12029,0,0,65,0,-65
12030,1,0,129,0,-129
12031,1,1,1670,1220,-450
12032,1,1,126,1574,1448
12033,0,0,20,0,-20
12034,1,0,91,0,-91
12035,0,0,4,0,-4
12036,0,0,19,0,-19
12037,0,0,17,0,-17
12038,0,0,215,0,-215
12039,0,0,18,0,-18
12040,1,0,138,0,-138
12041,0,0,1,0,-1
12042,0,0,53,0,-53
12043,0,0,56,0,-56
12044,1,0,192,0,-192
12045,1,1,555,1289,734
12046,0,0,125,0,-125
12047,0,0,7,0,-7
12048,0,0,8,0,-8
12049,0,0,39,0,-39
12050,1,1,262,2665,2403
12051,1,0,33,0,-33
12052,1,1,362,2104,1742
12053,0,0,109,0,-109
12054,1,0,24,0,-24
12055,1,1,1404,1392,-12
12056,1,0,85,0,-85
12057,0,0,76,0,-76
12058,1,0,16,0,-16
12059,1,0,91,0,-91
12060,1,0,4,0,-4
12061,1,1,249,1323,1074
12062,1,1,536,1798,1262
12063,0,0,6,0,-6
12064,0,0,30,0,-30
12065,0,0,43,0,-43
12066,0,0,120,0,-120
12067,1,0,7,0,-7
12068,1,1,1283,1253,-30
12069,0,0,137,0,-137
12070,0,0,41,0,-41
12071,0,0,17,0,-17
12072,1,1,934,1433,499
12073,1,1,1611,1543,-68
12074,0,0,73,0,-73
12075,0,0,58,0,-58
12076,1,1,484,1200,716
12077,0,0,24,0,-24
12078,1,0,32,0,-32
12079,1,0,81,0,-81
12080,0,0,35,0,-35
12081,1,1,1320,1363,43
12082,1,0,19,0,-19
12083,0,0,67,0,-67
12084,0,0,41,0,-41
12085,1,0,5,0,-5
12086,1,1,1150,1208,58
12087,1,0,51,0,-51
12088,1,0,51,0,-51
12089,1,1,236,1203,967
12090,1,0,58,0,-58
12091,1,1,294,1558,1264
12092,0,0,5,0,-5
12093,1,1,1788,1443,-345
12094,0,0,35,0,-35
12095,1,0,37,0,-37
12096,1,1,1806,1335,-471
12097,0,0,176,0,-176
12098,0,0,42,0,-42
12099,1,0,26,0,-26
12100,1,0,31,0,-31
12101,1,0,32,0,-32
12102,0,0,100,0,-100
12103,1,0,91,0,-91
12104,1,0,16,0,-16
12105,1,1,371,1583,1212
12106,1,1,492,1613,1121
12107,0,0,172,0,-172
12108,1,0,56,0,-56
12109,0,0,179,0,-179
12110,0,0,14,0,-14
12111,0,0,48,0,-48
12112,0,0,23,0,-23
12113,1,0,29,0,-29
12114,0,0,69,0,-69
12115,1,1,116,1310,1194
12116,0,0,36,0,-36
12117,0,0,253,0,-253
12118,0,0,69,0,-69
12119,1,0,52,0,-52
12120,0,0,31,0,-31
12121,1,0,105,0,-105
12122,0,0,164,0,-164
12123,1,1,560,2417,1857
12124,1,0,39,0,-39
12125,0,0,86,0,-86
12126,1,1,98,1326,1228
12127,0,0,87,0,-87
12128,1,0,9,0,-9
12129,1,0,14,0,-14
12130,1,1,59,1222,1163
12131,0,0,56,0,-56
12132,1,1,605,1554,949
12133,1,0,60,0,-60
12134,0,0,21,0,-21
12135,0,0,23,0,-23
12136,1,1,63,1848,1785
12137,1,1,310,1439,1129
12138,0,0,0,0,0
12139,1,1,119,1643,1524
12140,0,0,130,0,-130
12141,1,1,401,1788,1387
12142,1,1,480,1282,802
12143,1,1,157,1253,1096
12144,0,0,112,0,-112
12145,0,0,15,0,-15
12146,1,1,309,1308,999
12147,0,0,39,0,-39
12148,1,1,401,1202,801
12149,0,0,59,0,-59
12150,1,0,44,0,-44
12151,1,0,91,0,-91
12152,0,0,37,0,-37
12153,0,0,36,0,-36
12154,0,0,18,0,-18
12155,1,1,89,1383,1294
12156,0,0,77,0,-77
12157,1,1,270,1263,993
12158,0,0,3,0,-3
12159,0,0,32,0,-32
12160,1,1,25,5022,4997
12161,1,1,1121,1290,169
12162,1,0,14,0,-14
12163,1,1,96,1758,1662
12164,0,0,27,0,-27
12165,0,0,68,0,-68
12166,0,0,13,0,-13
12167,0,0,2,0,-2
12168,1,0,53,0,-53
12169,0,0,17,0,-17
12170,1,0,72,0,-72
12171,0,0,30,0,-30
12172,0,0,66,0,-66
12173,0,0,2,0,-2
12174,1,1,657,1375,718
12175,0,0,54,0,-54
12176,1,1,364,1303,939
12177,0,0,8,0,-8
12178,0,0,30,0,-30
12179,1,0,25,0,-25
12180,1,1,1248,2169,921
12181,0,0,15,0,-15
12182,1,1,346,1945,1599
12183,1,1,342,1482,1140
12184,0,0,2,0,-2
12185,0,0,25,0,-25
12186,1,1,814,1262,448
12187,0,0,69,0,-69
12188,1,0,14,0,-14
12189,1,0,75,0,-75
12190,1,0,53,0,-53
12191,1,1,91,1513,1422
12192,1,1,83,1217,1134
12193,1,0,7,0,-7
12194,1,0,59,0,-59
12195,0,0,77,0,-77
12196,1,1,2573,1685,-888
12197,0,0,53,0,-53
12198,0,0,85,0,-85
12199,1,1,635,1305,670
12200,0,0,26,0,-26
12201,1,1,369,1241,872
12202,1,0,28,0,-28
12203,0,0,49,0,-49
12204,0,0,132,0,-132
12205,0,0,32,0,-32
12206,1,1,156,1587,1431
12207,1,1,394,4195,3801
12208,0,0,7,0,-7
12209,1,0,257,0,-257
12210,1,0,23,0,-23
12211,1,0,69,0,-69
12212,0,0,0,0,0
12213,0,0,9,0,-9
12214,1,1,1251,1275,24
12215,1,0,59,0,-59
12216,1,0,27,0,-27
12217,1,1,953,1837,884
12218,1,0,14,0,-14
12219,0,0,1,0,-1
12220,1,1,1439,1426,-13
12221,0,0,37,0,-37
12222,1,1,214,1227,1013
12223,0,0,1,0,-1
12224,1,1,536,1485,949
12225,1,0,6,0,-6
12226,1,1,355,1279,924
12227,1,0,159,0,-159
12228,0,0,74,0,-74
12229,1,0,35,0,-35
12230,0,0,2,0,-2
12231,1,0,301,0,-301
12232,0,0,89,0,-89
12233,1,1,21,1294,1273
12234,1,0,132,0,-132
12235,0,0,13,0,-13
12236,0,0,47,0,-47
12237,0,0,30,0,-30
12238,0,0,185,0,-185
12239,0,0,96,0,-96
12240,0,0,85,0,-85
12241,0,0,84,0,-84
12242,0,0,57,0,-57
12243,1,0,45,0,-45
12244,0,0,119,0,-119
12245,0,0,41,0,-41
12246,1,1,377,1511,1134
12247,1,1,250,1421,1171
12248,1,0,87,0,-87
12249,1,0,71,0,-71
12250,1,0,57,0,-57
12251,1,0,49,0,-49
12252,1,1,612,1371,759
12253,1,0,10,0,-10
12254,1,1,122,1525,1403
12255,0,0,13,0,-13
12256,1,1,731,1377,646
12257,0,0,3,0,-3
12258,1,0,97,0,-97
12259,1,1,766,2500,1734
12260,0,0,33,0,-33
12261,0,0,20,0,-20
12262,1,0,63,0,-63
12263,0,0,70,0,-70
12264,1,1,522,1856,1334
12265,1,1,330,1967,1637
12266,0,0,83,0,-83
12267,0,0,6,0,-6
12268,0,0,47,0,-47
12269,0,0,95,0,-95
12270,0,0,38,0,-38
12271,0,0,39,0,-39
12272,0,0,126,0,-126
12273,0,0,11,0,-11
12274,0,0,30,0,-30
12275,0,0,6,0,-6
12276,0,0,29,0,-29
12277,1,1,253,1874,1621
12278,1,0,63,0,-63
12279,0,0,29,0,-29
12280,0,0,9,0,-9
12281,1,1,65,1215,1150
12282,1,0,37,0,-37
12283,0,0,37,0,-37
12284,1,0,180,0,-180
12285,0,0,90,0,-90
12286,1,0,8,0,-8
12287,1,0,67,0,-67
12288,0,0,129,0,-129
12289,0,0,65,0,-65
12290,1,0,8,0,-8
12291,1,0,52,0,-52
12292,1,1,240,1638,1398
12293,1,0,5,0,-5
12294,0,0,37,0,-37
12295,1,1,696,1438,742
12296,1,0,322,0,-322
12297,1,0,66,0,-66
12298,1,0,77,0,-77
12299,0,0,9,0,-9
12300,0,0,27,0,-27
12301,1,1,260,1410,1150
12302,1,1,783,1813,1030
12303,1,1,716,2721,2005
12304,1,0,78,0,-78
12305,1,1,2670,1350,-1320
12306,0,0,207,0,-207
12307,0,0,196,0,-196
12308,0,0,9,0,-9
12309,1,0,58,0,-58
12310,1,0,17,0,-17
12311,1,1,374,1425,1051
12312,1,1,391,1271,880
12313,0,0,167,0,-167
12314,1,1,153,1259,1106
12315,1,0,12,0,-12
12316,0,0,2,0,-2
12317,0,0,3,0,-3
12318,1,0,12,0,-12
12319,0,0,48,0,-48
12320,0,0,49,0,-49
12321,0,0,20,0,-20
12322,1,1,1419,1486,67
12323,1,0,52,0,-52
12324,0,0,33,0,-33
12325,0,0,74,0,-74
12326,0,0,74,0,-74
12327,0,0,2,0,-2
12328,0,0,85,0,-85
12329,1,0,16,0,-16
12330,1,1,910,1638,728
12331,1,0,84,0,-84
12332,1,0,17,0,-17
12333,1,1,2997,1635,-1362
12334,1,0,4,0,-4
12335,1,1,208,1561,1353
12336,1,1,2164,1840,-324
12337,0,0,62,0,-62
12338,1,1,182,1574,1392
12339,1,0,28,0,-28
12340,1,1,1464,1280,-184
12341,1,0,108,0,-108
12342,1,0,40,0,-40
12343,1,0,44,0,-44
12344,1,0,13,0,-13
12345,1,1,756,2147,1391
12346,1,0,29,0,-29
12347,1,0,65,0,-65
12348,1,1,200,1574,1374
12349,1,0,5,0,-5
12350,1,1,625,1274,649
12351,0,0,2,0,-2
12352,1,1,121,2042,1921
12353,1,0,52,0,-52
12354,1,0,137,0,-137
12355,1,0,17,0,-17
12356,0,0,68,0,-68
12357,0,0,98,0,-98
12358,1,0,24,0,-24
12359,0,0,68,0,-68
12360,1,0,31,0,-31
12361,0,0,3,0,-3
12362,1,1,841,1459,618
12363,1,0,5,0,-5
12364,1,1,220,1251,1031
12365,1,1,488,1315,827
12366,1,0,11,0,-11
12367,1,1,737,1384,647
12368,1,0,287,0,-287
12369,1,0,46,0,-46
12370,1,0,161,0,-161
12371,0,0,66,0,-66
12372,1,0,12,0,-12
12373,1,1,1163,1950,787
12374,0,0,43,0,-43
12375,1,1,268,1311,1043
12376,0,0,7,0,-7
12377,1,0,84,0,-84
12378,0,0,10,0,-10
12379,1,1,1155,1820,665
12380,0,0,100,0,-100
12381,1,1,1093,2123,1030
12382,0,0,14,0,-14
12383,0,0,4,0,-4
12384,1,0,39,0,-39
12385,0,0,5,0,-5
12386,1,0,47,0,-47
12387,1,1,155,1293,1138
12388,1,0,10,0,-10
12389,0,0,28,0,-28
12390,1,0,51,0,-51
12391,0,0,51,0,-51
12392,1,1,23,1722,1699
12393,0,0,85,0,-85
12394,0,0,24,0,-24
12395,0,0,148,0,-148
12396,1,0,137,0,-137
12397,0,0,5,0,-5
12398,1,0,94,0,-94
12399,1,0,208,0,-208
12400,0,0,44,0,-44
12401,0,0,3,0,-3
12402,1,0,215,0,-215
12403,1,0,70,0,-70
12404,1,1,15,1318,1303
12405,0,0,46,0,-46
12406,0,0,46,0,-46
12407,1,1,61,1867,1806
12408,0,0,22,0,-22
12409,1,1,854,1276,422
12410,1,0,13,0,-13
12411,1,0,37,0,-37
12412,0,0,11,0,-11
12413,0,0,12,0,-12
12414,1,0,157,0,-157
12415,1,1,127,1827,1700
12416,1,0,57,0,-57
12417,1,1,883,1833,950
12418,0,0,6,0,-6
12419,1,0,43,0,-43
12420,0,0,9,0,-9
12421,0,0,61,0,-61
12422,0,0,132,0,-132
12423,1,0,4,0,-4
12424,1,1,231,2778,2547
12425,1,0,37,0,-37
12426,0,0,1,0,-1
12427,0,0,74,0,-74
12428,1,0,2,0,-2
12429,1,0,8,0,-8
12430,1,1,1302,1432,130
12431,1,0,71,0,-71
12432,1,1,47,1476,1429
12433,0,0,44,0,-44
12434,0,0,103,0,-103
12435,0,0,9,0,-9
12436,1,0,5,0,-5
12437,1,0,58,0,-58
12438,0,0,67,0,-67
12439,0,0,14,0,-14
12440,1,0,85,0,-85
12441,1,1,1244,2476,1232
12442,1,0,59,0,-59
12443,0,0,147,0,-147
12444,1,0,10,0,-10
12445,0,0,86,0,-86
12446,1,0,16,0,-16
12447,1,1,43,1596,1553
12448,1,1,276,1585,1309
12449,0,0,5,0,-5
12450,1,0,26,0,-26
12451,1,1,128,1348,1220
12452,1,1,364,1436,1072
12453,1,1,263,1453,1190
12454,1,1,176,1386,1210
12455,1,0,28,0,-28
12456,1,0,100,0,-100
12457,1,1,674,2347,1673
12458,0,0,9,0,-9
12459,1,1,175,1565,1390
12460,1,1,607,1379,772
12461,0,0,76,0,-76
12462,1,0,27,0,-27
12463,0,0,37,0,-37
12464,0,0,58,0,-58
12465,1,0,5,0,-5
12466,1,0,95,0,-95
12467,1,1,2365,1372,-993
12468,0,0,76,0,-76
12469,1,0,2,0,-2
12470,0,0,51,0,-51
12471,1,1,968,1238,270
12472,1,0,17,0,-17
12473,0,0,102,0,-102
12474,1,0,8,0,-8
12475,1,1,1199,1438,239
12476,0,0,6,0,-6
12477,1,1,554,1977,1423
12478,1,0,1,0,-1
12479,0,0,40,0,-40
12480,1,1,279,1626,1347
12481,1,0,2,0,-2
12482,0,0,5,0,-5
12483,0,0,126,0,-126
12484,0,0,12,0,-12
12485,1,0,20,0,-20
12486,0,0,24,0,-24
12487,0,0,38,0,-38
12488,1,0,59,0,-59
12489,1,1,885,1232,347
12490,1,0,58,0,-58
12491,1,1,1206,1451,245
12492,0,0,15,0,-15
12493,1,0,56,0,-56
12494,1,0,67,0,-67
12495,1,0,15,0,-15
12496,0,0,48,0,-48
12497,0,0,3,0,-3
12498,1,0,72,0,-72
12499,0,0,18,0,-18
12500,0,0,263,0,-263
12501,0,0,117,0,-117
12502,0,0,80,0,-80
12503,1,1,1966,1334,-632
12504,0,0,8,0,-8
12505,0,0,35,0,-35
12506,0,0,110,0,-110
12507,0,0,152,0,-152
12508,1,0,23,0,-23
12509,1,0,19,0,-19
12510,0,0,48,0,-48
12511,0,0,61,0,-61
12512,1,1,712,1659,947
12513,1,0,35,0,-35
12514,0,0,0,0,0
12515,1,1,103,1448,1345
12516,0,0,141,0,-141
12517,0,0,15,0,-15
12518,1,1,1883,1773,-110
12519,0,0,6,0,-6
12520,1,0,25,0,-25
12521,0,0,63,0,-63
12522,1,1,79,1495,1416
12523,1,1,705,1320,615
12524,1,0,20,0,-20
12525,0,0,36,0,-36
12526,1,1,385,1383,998
12527,1,1,584,1918,1334
12528,1,0,36,0,-36
12529,1,0,141,0,-141
12530,0,0,54,0,-54
12531,1,1,308,1276,968
12532,0,0,43,0,-43
12533,0,0,90,0,-90
12534,0,0,43,0,-43
12535,1,1,167,1584,1417
12536,1,0,123,0,-123
12537,1,0,40,0,-40
12538,0,0,26,0,-26
12539,1,0,74,0,-74
12540,1,0,120,0,-120
12541,0,0,9,0,-9
12542,0,0,30,0,-30
12543,0,0,14,0,-14
12544,0,0,6,0,-6
12545,1,0,2,0,-2
12546,0,0,13,0,-13
12547,1,0,24,0,-24
12548,1,1,601,1349,748
12549,0,0,69,0,-69
12550,1,1,504,1274,770
12551,1,0,94,0,-94
12552,1,1,300,1598,1298
12553,1,1,1247,2950,1703
12554,1,1,255,1471,1216
12555,1,1,484,1559,1075
12556,0,0,114,0,-114
12557,0,0,7,0,-7
12558,1,1,229,1619,1390
12559,0,0,15,0,-15
12560,1,1,566,1280,714
12561,0,0,71,0,-71
12562,1,0,22,0,-22
12563,1,1,185,1468,1283
12564,1,0,111,0,-111
12565,0,0,39,0,-39
12566,1,0,151,0,-151
12567,1,0,8,0,-8
12568,0,0,86,0,-86
12569,1,1,916,1512,596
12570,1,1,529,1437,908
12571,0,0,8,0,-8
12572,1,0,16,0,-16
12573,0,0,8,0,-8
12574,0,0,18,0,-18
12575,1,1,838,2152,1314
12576,1,0,83,0,-83
12577,1,1,1213,2683,1470
12578,1,0,57,0,-57
12579,0,0,30,0,-30
12580,1,0,9,0,-9
12581,1,1,93,1243,1150
12582,1,1,110,1227,1117
12583,1,1,551,1572,1021
12584,1,0,44,0,-44
12585,1,0,6,0,-6
12586,1,0,34,0,-34
12587,0,0,101,0,-101
12588,1,1,63,1534,1471
12589,0,0,130,0,-130
12590,0,0,109,0,-109
12591,1,0,57,0,-57
12592,1,1,151,1322,1171
12593,0,0,52,0,-52
12594,1,0,12,0,-12
12595,1,0,14,0,-14
12596,1,1,761,1211,450
12597,1,1,374,1455,1081
12598,1,1,452,1722,1270
12599,0,0,6,0,-6
12600,1,1,1872,1266,-606
12601,0,0,242,0,-242
12602,0,0,20,0,-20
12603,0,0,113,0,-113
12604,0,0,24,0,-24
12605,1,1,10,1597,1587
12606,0,0,215,0,-215
12607,0,0,77,0,-77
12608,0,0,68,0,-68
12609,1,0,30,0,-30
12610,1,0,109,0,-109
12611,0,0,199,0,-199
12612,1,0,35,0,-35
12613,0,0,13,0,-13
12614,1,1,334,1475,1141
12615,1,0,6,0,-6
12616,1,0,110,0,-110
12617,0,0,126,0,-126
12618,1,1,1313,1590,277
12619,1,0,13,0,-13
12620,1,0,113,0,-113
12621,1,1,289,1844,1555
12622,1,1,182,1202,1020
12623,1,1,380,1422,1042
12624,0,0,33,0,-33
12625,1,1,1477,1375,-102
12626,1,1,101,1327,1226
12627,0,0,35,0,-35
12628,1,1,527,1291,764
12629,1,0,213,0,-213
12630,1,0,23,0,-23
12631,1,1,1233,2193,960
12632,1,0,5,0,-5
12633,1,0,16,0,-16
12634,1,1,209,1516,1307
12635,1,1,195,1330,1135
12636,1,1,98,1477,1379
12637,1,0,14,0,-14
12638,1,0,70,0,-70
12639,1,0,40,0,-40
12640,0,0,41,0,-41
12641,1,1,315,1730,1415
12642,1,1,1028,1513,485
12643,1,0,62,0,-62
12644,1,0,19,0,-19
12645,1,0,28,0,-28
12646,0,0,108,0,-108
12647,0,0,19,0,-19
12648,0,0,11,0,-11
12649,0,0,16,0,-16
12650,0,0,6,0,-6
12651,1,0,1,0,-1
12652,1,1,195,1560,1365
12653,1,0,86,0,-86
12654,1,0,27,0,-27
12655,1,0,41,0,-41
12656,1,1,123,1880,1757
12657,1,0,29,0,-29
12658,1,1,332,1352,1020
12659,0,0,11,0,-11
12660,1,0,31,0,-31
12661,0,0,59,0,-59
12662,1,0,30,0,-30
12663,1,0,0,0,0
12664,1,0,10,0,-10
12665,1,1,991,2533,1542
12666,0,0,50,0,-50
12667,0,0,150,0,-150
12668,1,1,805,3293,2488
12669,0,0,10,0,-10
12670,0,0,22,0,-22
12671,0,0,22,0,-22
12672,0,0,180,0,-180
12673,0,0,66,0,-66
12674,0,0,17,0,-17
12675,0,0,33,0,-33
12676,1,1,200,1231,1031
12677,0,0,20,0,-20
12678,0,0,0,0,0
12679,0,0,7,0,-7
12680,0,0,112,0,-112
12681,1,0,53,0,-53
12682,0,0,5,0,-5
12683,1,0,29,0,-29
12684,1,0,35,0,-35
12685,0,0,43,0,-43
12686,1,0,23,0,-23
12687,1,0,21,0,-21
12688,0,0,96,0,-96
12689,1,0,5,0,-5
12690,1,1,1637,1347,-290
12691,0,0,6,0,-6
12692,1,0,161,0,-161
12693,0,0,92,0,-92
12694,1,1,918,1792,874
12695,1,1,1483,1417,-66
12696,1,1,770,2862,2092
12697,0,0,3,0,-3
12698,0,0,64,0,-64
12699,0,0,26,0,-26
12700,1,1,219,3710,3491
12701,0,0,22,0,-22
12702,0,0,28,0,-28
12703,1,1,64,1229,1165
12704,1,1,1919,1523,-396
12705,1,0,74,0,-74
12706,1,0,30,0,-30
12707,1,1,590,3094,2504
12708,0,0,35,0,-35
12709,0,0,62,0,-62
12710,0,0,0,0,0
12711,1,0,53,0,-53
12712,1,0,53,0,-53
12713,0,0,105,0,-105
12714,0,0,1,0,-1
12715,1,0,21,0,-21
12716,1,1,757,1232,475
12717,0,0,72,0,-72
12718,0,0,73,0,-73
12719,1,1,219,1586,1367
12720,0,0,39,0,-39
12721,0,0,12,0,-12
12722,0,0,127,0,-127
12723,0,0,69,0,-69
12724,1,1,284,1216,932
12725,0,0,12,0,-12
12726,1,0,63,0,-63
12727,1,0,103,0,-103
12728,0,0,20,0,-20
12729,0,0,28,0,-28
12730,0,0,9,0,-9
12731,1,1,370,1482,1112
12732,0,0,116,0,-116
12733,1,1,395,1227,832
12734,0,0,31,0,-31
12735,0,0,13,0,-13
12736,0,0,12,0,-12
12737,1,0,60,0,-60
12738,1,0,3,0,-3
12739,1,1,407,1692,1285
12740,0,0,99,0,-99
12741,0,0,104,0,-104
12742,1,1,80,1312,1232
12743,1,0,21,0,-21
12744,1,0,51,0,-51
12745,0,0,53,0,-53
12746,0,0,69,0,-69
12747,1,1,244,1572,1328
12748,1,1,1507,1278,-229
12749,1,0,33,0,-33
12750,0,0,8,0,-8
12751,1,0,13,0,-13
12752,1,1,645,1220,575
12753,0,0,41,0,-41
12754,1,1,628,1234,606
12755,0,0,74,0,-74
12756,1,0,19,0,-19
12757,0,0,18,0,-18
12758,1,1,1089,1382,293
12759,0,0,3,0,-3
12760,1,0,57,0,-57
12761,0,0,15,0,-15
12762,0,0,31,0,-31
12763,1,0,6,0,-6
12764,1,1,514,1508,994
12765,1,0,101,0,-101
12766,1,1,168,1309,1141
12767,0,0,38,0,-38
12768,1,1,43,1280,1237
12769,0,0,19,0,-19
12770,1,0,13,0,-13
12771,1,1,1017,1291,274
12772,0,0,233,0,-233
12773,1,0,1,0,-1
12774,0,0,124,0,-124
12775,0,0,3,0,-3
12776,0,0,9,0,-9
12777,0,0,9,0,-9
12778,1,1,20,2937,2917
12779,1,0,5,0,-5
12780,0,0,113,0,-113
12781,0,0,15,0,-15
12782,1,0,9,0,-9
12783,1,0,99,0,-99
12784,1,0,4,0,-4
12785,0,0,84,0,-84
12786,1,0,32,0,-32
12787,0,0,43,0,-43
12788,0,0,83,0,-83
12789,0,0,56,0,-56
12790,1,0,34,0,-34
12791,1,0,51,0,-51
12792,1,0,61,0,-61
12793,1,0,32,0,-32
12794,0,0,44,0,-44
12795,1,0,43,0,-43
12796,0,0,6,0,-6
12797,0,0,27,0,-27
12798,0,0,87,0,-87
12799,0,0,6,0,-6
12800,1,1,144,1626,1482
12801,1,1,1574,2478,904
12802,0,0,114,0,-114
12803,1,0,23,0,-23
12804,1,0,56,0,-56
12805,1,0,63,0,-63
12806,1,1,940,1603,663
12807,1,1,245,1228,983
12808,0,0,18,0,-18
12809,1,0,22,0,-22
12810,0,0,25,0,-25
12811,0,0,9,0,-9
12812,1,0,255,0,-255
12813,1,0,0,0,0
12814,0,0,1,0,-1
12815,1,0,105,0,-105
12816,1,0,50,0,-50
12817,0,0,4,0,-4
12818,0,0,23,0,-23
12819,1,0,26,0,-26
12820,1,1,492,1284,792
12821,1,1,271,1957,1686
12822,0,0,40,0,-40
12823,1,1,1077,1893,816
12824,1,1,311,1568,1257
12825,0,0,25,0,-25
12826,1,1,147,1452,1305
12827,0,0,3,0,-3
12828,1,0,76,0,-76
12829,0,0,63,0,-63
12830,1,1,343,1213,870
12831,1,0,13,0,-13
12832,1,1,967,1819,852
12833,0,0,13,0,-13
12834,1,0,42,0,-42
12835,1,1,602,1227,625
12836,1,0,23,0,-23
12837,0,0,60,0,-60
12838,1,0,13,0,-13
12839,1,0,38,0,-38
12840,0,0,2,0,-2
12841,1,1,239,1777,1538
12842,0,0,2,0,-2
12843,1,1,593,1371,778
12844,0,0,178,0,-178
12845,0,0,0,0,0
12846,1,0,28,0,-28
12847,0,0,19,0,-19
12848,1,1,83,1475,1392
12849,0,0,64,0,-64
12850,0,0,49,0,-49
12851,0,0,42,0,-42
12852,1,1,126,1240,1114
12853,0,0,33,0,-33
12854,1,0,64,0,-64
12855,0,0,21,0,-21
12856,0,0,15,0,-15
12857,1,1,124,1377,1253
12858,1,1,1146,1423,277
12859,0,0,7,0,-7
12860,1,0,62,0,-62
12861,0,0,14,0,-14
12862,1,0,35,0,-35
12863,1,0,1,0,-1
12864,1,0,15,0,-15
12865,1,0,56,0,-56
12866,1,0,71,0,-71
12867,1,1,718,1317,599
12868,1,0,11,0,-11
12869,0,0,6,0,-6
12870,1,0,140,0,-140
12871,1,1,660,1368,708
12872,1,1,45,1268,1223
12873,1,0,76,0,-76
12874,1,0,79,0,-79
12875,0,0,1,0,-1
12876,1,0,133,0,-133
12877,0,0,17,0,-17
12878,0,0,5,0,-5
12879,1,0,96,0,-96
12880,1,0,29,0,-29
12881,0,0,32,0,-32
12882,1,0,13,0,-13
12883,1,1,315,1390,1075
12884,0,0,50,0,-50
12885,1,0,9,0,-9
12886,0,0,21,0,-21
12887,0,0,47,0,-47
12888,0,0,54,0,-54
12889,1,1,1443,2426,983
12890,1,0,90,0,-90
12891,1,1,1156,1253,97
12892,1,0,141,0,-141
12893,1,0,67,0,-67
12894,1,0,3,0,-3
12895,1,0,192,0,-192
12896,1,1,101,1235,1134
12897,1,1,78,1219,1141
12898,0,0,44,0,-44
12899,1,1,62,1588,1526
12900,1,1,327,2321,1994
12901,0,0,109,0,-109
12902,0,0,4,0,-4
12903,1,1,1095,1361,266
12904,1,0,21,0,-21
12905,1,0,25,0,-25
12906,1,1,889,1446,557
12907,0,0,13,0,-13
12908,1,1,237,1551,1314
12909,1,1,91,1565,1474
12910,0,0,11,0,-11
12911,0,0,35,0,-35
12912,1,0,187,0,-187
12913,0,0,58,0,-58
12914,1,1,31,1862,1831
12915,0,0,57,0,-57
12916,1,1,271,1440,1169
12917,0,0,27,0,-27
12918,1,1,40,1318,1278
12919,0,0,4,0,-4
12920,0,0,0,0,0
12921,0,0,8,0,-8
12922,0,0,8,0,-8
12923,1,1,270,1666,1396
12924,1,0,11,0,-11
12925,0,0,73,0,-73
12926,1,0,12,0,-12
12927,1,1,544,1263,719
12928,0,0,52,0,-52
12929,1,1,1089,1647,558
12930,0,0,4,0,-4
12931,1,0,7,0,-7
12932,1,0,32,0,-32
12933,1,1,632,1375,743
12934,0,0,28,0,-28
12935,1,1,277,1263,986
12936,0,0,9,0,-9
12937,1,1,912,1236,324
12938,0,0,202,0,-202
12939,0,0,74,0,-74
12940,1,1,81,1211,1130
12941,1,0,56,0,-56
12942,1,0,8,0,-8
12943,0,0,69,0,-69
12944,0,0,1,0,-1
12945,1,1,41,1303,1262
12946,1,1,289,1421,1132
12947,0,0,57,0,-57
12948,1,1,254,2071,1817
12949,1,0,24,0,-24
